YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
2013,2013,New Hampshire,Alcohol,Alcohol use before pregnancy,%,
2016,2016,Virgin Islands,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,24.1
2012,2012,Texas,Overarching Conditions,Premature mortality among adults aged 45-64 years,,39392
2012,2012,Kentucky,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,34.4
2010,2010,Vermont,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",205.4
2013,2013,West Virginia,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",251.5
2017,2017,Illinois,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,61.3
2011,2011,Delaware,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",220.3
2013,2013,Texas,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,2.5
2014,2014,Tennessee,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2011,2015,Maryland,Cancer,"Invasive cancer of the prostate, incidence",,4054
2010,2010,North Carolina,Asthma,Asthma mortality rate,,101
2017,2017,Washington,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,72.4
2016,2016,Missouri,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,2.3
2015,2015,Connecticut,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",106.2
2017,2017,Puerto Rico,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,
2014,2014,Washington,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2011,2011,Illinois,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,54.3
2016,2016,Maine,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,27.3
2012,2012,Maryland,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,41
2017,2017,Nebraska,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",
2012,2012,Kansas,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,63.8
2008,2012,West Virginia,Cancer,"Cancer of the female cervix, mortality",,34
2017,2017,Nevada,Overarching Conditions,Premature mortality among adults aged 45-64 years,Number,3675
2015,2015,Illinois,Reproductive Health,Timeliness of routine health care checkup among women aged 18-44 years,%,64.9
2013,2013,Wyoming,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
2016,2016,North Dakota,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,
2015,2015,Nebraska,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,22.8
2012,2016,Maine,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",70.4
2014,2014,North Dakota,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,306
2008,2012,Utah,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",1.4
2013,2013,New Hampshire,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
2013,2013,Ohio,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,1.3
2014,2014,New York,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",90.66
2010,2014,West Virginia,Cancer,"Cancer of the female cervix, mortality",,36
2012,2016,New Mexico,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",28.7
2011,2015,New Mexico,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",16.8
2015,2015,West Virginia,Asthma,Hospitalizations for asthma,"cases per 10,000",
2014,2014,District of Columbia,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",
2017,2017,Nebraska,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,
2016,2016,Montana,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,
2015,2015,Nevada,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,
2016,2016,Hawaii,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,37.9
2016,2016,Massachusetts,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
2011,2011,Wisconsin,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.1
2015,2015,Arizona,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,
2018,2018,Puerto Rico,Diabetes,Diabetes prevalence among women aged 18-44 years,%,
2017,2017,South Carolina,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
2014,2014,South Carolina,Overarching Conditions,Poverty,%,11.9
2016,2016,Washington,Alcohol,Alcohol use before pregnancy,%,43.0
2015,2015,Wisconsin,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,9.1
2016,2016,Illinois,Overarching Conditions,Gini Index of income inequality,,0.48
2013,2013,Ohio,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,29.8
2015,2015,Pennsylvania,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,73.5
2014,2014,Nebraska,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,79.2
2011,2011,District of Columbia,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.6
2014,2014,Kentucky,Cardiovascular Disease,Mortality from total cardiovascular diseases,,12017
2013,2013,New Jersey,Diabetes,Hospitalization with diabetes as a listed diagnosis,"cases per 10,000",235.77
2017,2017,Oklahoma,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,26.7
2015,2015,North Carolina,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,80.7
2013,2013,Iowa,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2012,2016,Alabama,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,795
2015,2015,Indiana,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",151.1
2015,2015,Louisiana,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,47.5
2016,2016,Connecticut,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",
2014,2014,Nebraska,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,68.6
2014,2014,North Carolina,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
2011,2011,New Hampshire,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,
2010,2014,New Jersey,Cancer,"Cancer of the female breast, mortality",,216
2018,2018,Arizona,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
2011,2011,Florida,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,58.5
2013,2013,Nevada,Tobacco,Current smoking among adults aged >= 18 years,%,15.6
2017,2017,Maine,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",
2011,2015,Mississippi,Cancer,"Cancer of the prostate, mortality","per 100,000",19.3
2011,2011,New Mexico,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,86.9
2014,2014,Washington,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,
2015,2015,Nebraska,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,24.6
2014,2014,Texas,Alcohol,Chronic liver disease mortality,,39
2014,2014,Arkansas,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",23.24
2011,2011,Ohio,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,80.9
2010,2014,Georgia,Cancer,"Cancer of the female breast, mortality",,426
2011,2011,New Mexico,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",
2010,2010,Kansas,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",53.99
2009,2013,Arkansas,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",11.7
2016,2016,Rhode Island,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,
2014,2014,Hawaii,Cardiovascular Disease,Mortality from heart failure,,264
2016,2016,South Dakota,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
2012,2012,Texas,Overarching Conditions,Poverty,%,24.9
2013,2013,Vermont,Cardiovascular Disease,Awareness of high blood pressure among women aged 18-44 years,%,11.3
2016,2016,Oregon,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,28.4
2017,2017,Delaware,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,46.7
2010,2010,Missouri,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,3591
2013,2013,Pennsylvania,Diabetes,Hospitalization with diabetes as a listed diagnosis,,
2016,2016,Illinois,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,23.6
2014,2014,New Jersey,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,68.4
2011,2015,Minnesota,Cancer,"Cancer of the prostate, mortality","per 100,000",38
2018,2018,Iowa,Overarching Conditions,Current health care coverage among women aged 18-44 years,%,
2014,2014,Texas,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,68.5
2010,2014,Maryland,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",16.7
2017,2017,Michigan,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,91
2011,2011,District of Columbia,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",7.08
2010,2010,West Virginia,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,29
2011,2011,New Jersey,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,72.2
2011,2011,Wyoming,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,1.5
2013,2013,Oklahoma,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,44.1
2012,2012,New York,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,32.5
2015,2015,Guam,Asthma,Hospitalizations for asthma,,
2013,2013,Louisiana,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",
2017,2017,Massachusetts,Alcohol,Chronic liver disease mortality,Number,
2013,2013,Iowa,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,
2013,2013,Maine,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,78.2
2013,2013,Washington,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",22.82
2018,2018,Arizona,"Nutrition, Physical Activity, and Weight Status",Live births occurring at Baby Friendly Facilities,%,6.8
2017,2017,Wisconsin,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",
2012,2012,Kentucky,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",
2011,2011,Oklahoma,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,55.5
2013,2013,West Virginia,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,58.1
2010,2010,Wyoming,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",
2015,2015,California,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",
2017,2017,South Dakota,Tobacco,Current smoking among adults aged >= 18 years,%,
